Cod Int;Descri��o;Classifica��o;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observa��es;
67398;PROS HP 2MG 5MG C/60 CPS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 148,34; R$ -   ;Ok;
61357;PROSSO  250MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 137,77; R$ -   ;Ok;
70884;PROSSO D+ KM 1000UI C/30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 112,39; R$ -   ;Ok;
71134;PROSSO D+ KM 2000UI C/30 CPR;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 119,07; R$ -   ;Ok;
61718;PROSSO KM C/ 30TAB;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 119,21; R$ -   ;Ok;
125353;PROSSO MUSCULAR PO 30 ENVELOPES;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 295,60; R$ -   ;Ok;
57376;PROT DIARIO ALWAYS C/ PERF C/ 15UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 5,28; R$ -   ;Ok;
58192;PROT DIARIO ALWAYS C/PERFUME C/ 40UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 12,04; R$ -   ;Ok;
57385;PROT DIARIO CAREFREE BRISA C/ 15UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 5,70; R$ -   ;Ok;
57384;PROT DIARIO CAREFREE BRISA C/ 40UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 10,58; R$ -   ;Ok;
69895;PROT DIARIO CAREFREE NEUTRALIZE C/ 40UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 10,05; R$ -   ;Ok;
57382;PROT DIARIO CAREFREE ORIGINAL C/ 15UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 6,09; R$ -   ;Ok;
57383;PROT DIARIO CAREFREE ORIGINAL C/ 40UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 10,07; R$ -   ;Ok;
59856;PROT DIARIO CAREFREE ORIGINAL C/ 80UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 18,59; R$ -   ;Ok;
57380;PROT DIARIO CAREFREE PROT NEUTRALI C/ 15UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 6,11; R$ -   ;Ok;
61530;PROT DIARIO CAREFREE TODO DIA C/ 80UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 19,33; R$ -   ;Ok;
62901;PROT DIARIO INTIMUS ANTBAC C/ 40UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;7;5;-2;R$ 8,66;-R$ 17,32;Ajustado;
64880;PROT DIARIO INTIMUS ANTIBACTERIANO C/ 15UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;5;5;0;R$ 4,06; R$ -   ;Ok;
71138;PROT DIARIO INTIMUS C/ INDICADOR C/80UNDS;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 17,11; R$ -   ;Ok;
58464;PROT DIARIO INTIMUS CUIDADO DIARIO C/ 15UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 4,06; R$ -   ;Ok;
59129;PROT DIARIO INTIMUS S/PERF S/ABAS LV80 PG70;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;4;0;R$ 14,54; R$ -   ;Ok;
58467;PROT DIARIO INTIMUS S/PERFUME L40P35;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;6;5;-1;R$ 8,42;-R$ 8,42;Perda;
64447;PROT FAC ANTHELIOS XL CLARA FPS60 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 71,26; R$ -   ;Ok;
110744;PROT HELIOMAX FPS70 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 52,84; R$ -   ;Ok;
63125;PROT LAB HELIODERM FPS30 4,5G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 12,64; R$ -   ;Ok;
72170;PROT LABIAL VULT AMORA 3,5G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;5;6;1;R$ 10,47;R$ 10,47;Sobra;
70491;PROT LABIAL VULT FPS15 3,6G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;4;4;0;R$ 10,45; R$ -   ;Ok;
66256;PROT LABIAL VULT MELANCIA 3,5G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;8;8;0;R$ 10,65; R$ -   ;Ok;
66257;PROT LABIAL VULT MENTA 3,5G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;3;3;0;R$ 11,59; R$ -   ;Ok;
66258;PROT LABIAL VULT MORANGO 3,5G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;6;6;0;R$ 10,60; R$ -   ;Ok;
71533;PROT SEIO MAM NIPPLE SHIELDS TAM 2;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 56,96; R$ -   ;Ok;
59919;PROT SEIOS MAM REF. 6020 C/2UNDS;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 50,40; R$ -   ;Ok;
63629;PROT SOL ACTINE  C/COR FPS60 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 58,30; R$ -   ;Ok;
68982;PROT SOL ACTINE ULTRA COR  FPS80 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 78,71; R$ -   ;Ok;
71991;PROT SOL ANASOL CC CREAM CLARO FPS50 60G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 52,17; R$ -   ;Ok;
61175;PROT SOL ANASOL CCCREAM CLAREAD FPS50 60G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 52,17; R$ -   ;Ok;
63001;PROT SOL ANASOL FPS50 120G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 30,59; R$ -   ;Ok;
67404;PROT SOL ANTHELIOS AIRLICIUM+ FPS80 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 80,00; R$ -   ;Ok;
60800;PROT SOL ANTHELIOS FPS70 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 125,04; R$ -   ;Ok;
71106;PROT SOL ANTHELIOS ULTRA COV FPS60 COR2 30G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 80,83; R$ -   ;Ok;
71107;PROT SOL ANTHELIOS ULTRA COV FPS60 COR4 30G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 74,64; R$ -   ;Ok;
71108;PROT SOL ANTHELIOS ULTRA COV FPS60 COR5 30G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 76,83; R$ -   ;Ok;
67411;PROT SOL AUSTRAL GOLD COR 1 FPS60  40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 47,14; R$ -   ;Ok;
67406;PROT SOL AUSTRAL GOLD FACIAL FPS 70 50G GEL CR;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 49,99; R$ -   ;Ok;
67408;PROT SOL AUSTRAL GOLD GEL CR FPS70 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 57,14; R$ -   ;Ok;
67409;PROT SOL AUSTRAL GOLD GEL CREM CORP FPS30 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 46,42; R$ -   ;Ok;
66561;PROT SOL AUSTRALIAN GOL SPRAY GEL FPS30 125G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 34,74; R$ -   ;Ok;
66559;PROT SOL AUSTRALIAN GOL SPRAY GEL FPS8 125G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 32,14; R$ -   ;Ok;
70289;PROT SOL AUSTRALIAN GOLD GEL CREME FPS30 120G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 23,00; R$ -   ;Ok;
67416;PROT SOL DERM NEUTROGENA PELE NEGRA FPS70 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 48,92; R$ -   ;Ok;
63971;PROT SOL EPISOL  SEC OC FPS60 60G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 60,67; R$ -   ;Ok;
65910;PROT SOL EPISOL COLOR TOM  3 MEDIO FPS;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;1;1;0;R$ 77,25; R$ -   ;Ok;
65908;PROT SOL EPISOL COLOR TOM 2 CLARO FPS;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 75,31; R$ -   ;Ok;
67931;PROT SOL EPISOL SEC OC FPS99 BG 60G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 104,34; R$ -   ;Ok;
72595;PROT SOL FAC ANTHELIOS  ULTRA COV  FPS 60 COR 6.0;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 76,83; R$ -   ;Ok;
64330;PROT SOL FAC ANTHELIOS AE PIG S/COR FPS50 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;4;4;0;R$ 90,40; R$ -   ;Ok;
69427;PROT SOL FAC AUSTRALIAN GOLD FPS30 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 37,14; R$ -   ;Ok;
70570;PROT SOL FAC HELIODERM C/COR FPS50 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 25,35; R$ -   ;Ok;
63046;PROT SOL FAC HELIODERM SUNCARE FPS30 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 20,51; R$ -   ;Ok;
58910;PROT SOL FAC HELIODERM SUNCARE FPS70 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 33,18; R$ -   ;Ok;
65337;PROT SOL FAC ISDIN WATER OIL FPS60 50ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 77,92; R$ -   ;Ok;
65313;PROT SOL FAC NEOSTRATA MINESOL OIL FPS70 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 66,97; R$ -   ;Ok;
65311;PROT SOL FAC NEOSTRATA MINESOL P CLARA FPS70 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 49,27; R$ -   ;Ok;
65314;PROT SOL FAC NEOSTRATA MINESOL P NEGRA FPS70 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 75,13; R$ -   ;Ok;
63045;PROT SOL HELIODERM  SUNCARE SPRAY FPS50 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 38,65; R$ -   ;Ok;
63041;PROT SOL HELIODERM FPS50 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 27,77; R$ -   ;Ok;
63038;PROT SOL HELIODERM KIDS COLOR FPS30 120G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 26,56; R$ -   ;Ok;
65636;PROT SOL HELIODERM KIDS SUNCARE FPS50 120ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 32,62; R$ -   ;Ok;
58785;PROT SOL HELIODERM SUNCARE FPS30 120G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 19,91; R$ -   ;Ok;
59966;PROT SOL HELIODERM SUNCARE FPS70 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 35,03; R$ -   ;Ok;
70295;PROT SOL MULTIPROT VULT FPS50 30G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 22,21; R$ -   ;Ok;
63069;PROT SOL NEOSTRATA  MINESOL OIL FPS70 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 73,10; R$ -   ;Ok;
63102;PROT SOL NEOSTRATA MINESOL C E R FPS70 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 108,62; R$ -   ;Ok;
63717;PROT SOL NEOSTRATA MINESOL FPS30 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 95,52; R$ -   ;Ok;
65610;PROT SOL NEOSTRATA MINESOL FPS70 120ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 99,26; R$ -   ;Ok;
63035;PROT SOL NEOSTRATA MINESOL FPS99 120ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 117,98; R$ -   ;Ok;
63720;PROT SOL NEOSTRATA MINESOL FPS99 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 118,14; R$ -   ;Ok;
63068;PROT SOL NEOSTRATA MINESOL OIL CONTROL FPS30 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 68,63; R$ -   ;Ok;
65316;PROT SOL NEOSTRATA MINESOL OIL FPS30 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 75,13; R$ -   ;Ok;
64828;PROT SOL NEOSTRATA MINESOL OIL MOREN FPS70 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 66,97; R$ -   ;Ok;
108520;PROT SOL NEUTR SUN FRESH FPS70 200+FAC FPS70 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;2;2;0;R$ 82,21; R$ -   ;Ok;
65322;PROT SOL NEUTROGENA SUN FRESH FPS30 180ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 90,43; R$ -   ;Ok;
73589;PROT SOL NEUTROGENA SUN FRESH FPS30 200ML(KEN);PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 62,40; R$ -   ;Ok;
65323;PROT SOL NEUTROGENA SUN FRESH FPS50 180ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 90,51; R$ -   ;Ok;
60228;PROT SOL NEUTROGENA SUN FRESH FPS50 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 74,76; R$ -   ;Ok;
60488;PROT SOL NEUTROGENA SUN FRESH FPS70 120ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 64,44; R$ -   ;Ok;
60227;PROT SOL NEUTROGENA SUN FRESH FPS70 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 86,91; R$ -   ;Ok;
63736;PROT SOL NEUTROGENA SUN FRESH FPS90 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 103,97; R$ -   ;Ok;
70353;PROT SOL OAZ FPS30 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 24,51; R$ -   ;Ok;
70354;PROT SOL OAZ FPS50 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;12;12;0;R$ 29,96; R$ -   ;Ok;
70946;PROT SOL OAZ FPS60 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;7;7;0;R$ 32,28; R$ -   ;Ok;
70947;PROT SOL OAZ FPS70 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;15;15;0;R$ 34,28; R$ -   ;Ok;
61679;PROT SOL SUNDOWN  FPS50 200ML+ FPS50 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;9;9;0;R$ 49,97; R$ -   ;Ok;
57454;PROT SOL SUNDOWN FPS30 120ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 31,11; R$ -   ;Ok;
57453;PROT SOL SUNDOWN FPS30 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 39,81; R$ -   ;Ok;
57456;PROT SOL SUNDOWN FPS50 120ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 51,22; R$ -   ;Ok;
57455;PROT SOL SUNDOWN FPS50 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;7;7;0;R$ 43,23; R$ -   ;Ok;
57458;PROT SOL SUNDOWN INF FPS60 120ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 67,06; R$ -   ;Ok;
62091;PROT SOL SUNDOWN PRAIA E PISC FPS70 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 62,83; R$ -   ;Ok;
62945;PROT SOL VICHY IDEIAL CLARIF FPS60 PELE MED 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 89,06; R$ -   ;Ok;
119260;PROT SOLAR FACIAL EPISOL SMART COLOR FPS50 40ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;1;1;0;R$ 69,06; R$ -   ;Ok;
73926;PROT SOLAR FACIAL HELIODERM BEGE CLARO FPS70 50G (HERT);PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 28,38; R$ -   ;Ok;
102385;PROTEIN CRISP BAR COOKIES AND CREAM 45G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;5;5;0;R$ 6,64; R$ -   ;Ok;
63874;PROTEINA VEGETAL CAPILAR DABELLE RESGATA FIOS 75ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 14,58; R$ -   ;Ok;
63577;PROTENA  C/ 60CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 159,17; R$ -   ;Ok;
57865;PROTETOR LABIAL NIVEA MED PROTECTION REPAIR FPS 15 COM 4.8G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;3;3;0;R$ 20,43; R$ -   ;Ok;
111633;PROTETOR LONGO KIMBERLY POISE ESCAPE DE URINA 14 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;1;1;0;R$ 7,20; R$ -   ;Ok;
125550;PROTETOR SOLAR ANASOL ANTIOLESIOSIDADE ANTI BRILHO FPS60 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 42,13; R$ -   ;Ok;
125548;PROTETOR SOLAR ANASOL ANTIOLESIOSIDADE ANTIACNE FPS70 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 44,05; R$ -   ;Ok;
125547;PROTETOR SOLAR ANASOL ANTIOLESIOSIDADE CLAREADOR FPS70 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;2;2;0;R$ 44,86; R$ -   ;Ok;
125546;PROTETOR SOLAR ANASOL ANTIOLESIOSIDADE CLAREADOR FPS90 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 47,05; R$ -   ;Ok;
125544;PROTETOR SOLAR ANASOL ANTIOLESIOSIDADE FPS60 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 43,76; R$ -   ;Ok;
125545;PROTETOR SOLAR ANASOL ANTIOLESIOSIDADE FPS99 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 47,05; R$ -   ;Ok;
125549;PROTETOR SOLAR ANASOL ANTIOLESIOSIDADE SENSITIVE FPS90 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;3;3;0;R$ 47,89; R$ -   ;Ok;
65407;PROTETOR SOLAR ANASOL FPS30 120G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;4;4;0;R$ 24,49; R$ -   ;Ok;
119518;PROTETOR SOLAR ANTHELIOS ULTRA COVER FPS60 30G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;1;1;0;R$ 76,83; R$ -   ;Ok;
