Cod Int;Descri��o;Classifica��o;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observa��es;
61533;20 BI 10CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 75,73; R$ -   ;Ok;
61663;20 BI 5CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;2;2;0;R$ 52,97; R$ -   ;Ok;
636;A SAUDE DA MULHER 150ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 15,24; R$ -   ;Ok;
96;AAS 100MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ONE;2;2;0;R$ 9,12; R$ -   ;Ok;
110610;AAS 100MG 30CP (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ONE;1;1;0;R$ 7,72; R$ -   ;Ok;
742;AAS PROTECT 100MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 18,77; R$ -   ;Ok;
374;ABC CR 20G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;3;3;0;R$ 7,67; R$ -   ;Ok;
1340;ABC SPRAY 30ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;2;2;0;R$ 19,35; R$ -   ;Ok;
580;ABLOK 25MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 2,57; R$ -   ;Ok;
1086;ABLOK 50MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 28,81; R$ -   ;Ok;
694;ABLOK PLUS 25/12,5MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;5;5;0;R$ 19,11; R$ -   ;Ok;
1432;ABLOK PLUS 50/12,5MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;4;4;0;R$ 34,91; R$ -   ;Ok;
1879;ABRILAR 7 MG/ML 100ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 36,93; R$ -   ;Ok;
110639;ABS ADAPT DIURNO SUAVE SEMPRE LIVRE C/ABAS C/ 32UND(KEN);PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;6;6;0;R$ 14,39; R$ -   ;Ok;
63498;ABS ADAPT SECA SEMPRE LIVRE C/ABAS C/ 32UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;5;5;0;R$ 20,97; R$ -   ;Ok;
73784;ABS ADAPT SUAVE SEMPRE LIVRE C/ABAS C/ 32UND(KEN);PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 9,23; R$ -   ;Ok;
73586;ABS ADAPT SUAVE SEMPRE LIVRE C/ABAS LV16 PG14(KENV);PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;4;0;R$ 5,73; R$ -   ;Ok;
57398;ABS ADAPT SV SEMPRE LIVRE C/ABAS  C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 3,16; R$ -   ;Ok;
57400;ABS ADAPT SV SEMPRE LIVRE C/ABAS C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 3,82; R$ -   ;Ok;
57399;ABS ADAPT SV SEMPRE LIVRE S/ABAS C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;3;-1;R$ 3,05;-R$ 3,05;Perda;
57375;ABS ALWAYS PINK C/ABAS C/08UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 4,48; R$ -   ;Ok;
61979;ABS CONFORT MASTER MULT C/ 20UND;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS GER E DESCAR;4;4;0;R$ 10,06; R$ -   ;Ok;
59703;ABS COTTONBABY LADY C/ ABAS 16 UN;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;2;2;0;R$ 3,87; R$ -   ;Ok;
111629;ABS DISCRETO KIMBERLY POISE ESCAPE URINA C/ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;2;2;0;R$ 6,61; R$ -   ;Ok;
59431;ABS GER GERIAMAX POS PARTO C/20 UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;107;107;0;R$ 12,07; R$ -   ;Ok;
57392;ABS INT INTIMUS MINI C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;5;5;0;R$ 7,70; R$ -   ;Ok;
57393;ABS INT INTIMUS SUPER C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;7;7;0;R$ 8,31; R$ -   ;Ok;
58228;ABS INT OB MEDIO L10P8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 7,04; R$ -   ;Ok;
58220;ABS INT OB ORIGINAL SUPER L10P8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;5;5;0;R$ 7,40; R$ -   ;Ok;
62746;ABS INT OB PROCOMFORT MEDIO C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;4;0;R$ 7,39; R$ -   ;Ok;
62420;ABS INT OB PROCOMFORT MEDIO C/16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;5;5;0;R$ 13,62; R$ -   ;Ok;
62001;ABS INT OB PROCOMFORT MINI C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 7,90; R$ -   ;Ok;
65888;ABS INT OB PROCOMFORT SUP C/ 16 UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 11,48; R$ -   ;Ok;
62747;ABS INT OB PROCOMFORT SUPER C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 8,75; R$ -   ;Ok;
111630;ABS LONGO KIMBERLY POISE ESCAPE DE URINA C/ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;3;3;0;R$ 7,93; R$ -   ;Ok;
59600;ABS MAIS CONF NAT C/ABAS LV8PG7UN;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;39;39;0;R$ 2,08; R$ -   ;Ok;
59135;ABS NAT GEL MAIS S/ABAS  L8P7UN;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;74;74;0;R$ 2,17; R$ -   ;Ok;
61164;ABS NOT ALWAYS ACT C/ ABAS SEC LV32P28;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;5;5;0;R$ 25,09; R$ -   ;Ok;
63619;ABS NOT SECA  INTIMUS C/ ABAS C /30UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;8;8;0;R$ 18,80; R$ -   ;Ok;
61223;ABS NOT SECA ALWAYS  C/ ABAS L8P7UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;3;-1;R$ 6,88;-R$ 6,88;Perda;
57394;ABS NOT SECA INTIMUS C/ ABAS C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;6;6;0;R$ 6,40; R$ -   ;Ok;
60466;ABS NOT SECA SEMPRE LIVRE C/ABAS C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 6,80; R$ -   ;Ok;
57377;ABS NOT SECA ULTRAF ALWAYS  C/ABAS 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;13;13;0;R$ 8,01; R$ -   ;Ok;
61596;ABS NOT SV  ALWAYS C/ ABAS 32 UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;5;5;0;R$ 25,58; R$ -   ;Ok;
60121;ABS NOT SV ALWAYS  C/ ABAS 16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 13,60; R$ -   ;Ok;
71484;ABS NOT SV ALWAYS  C/ABAS LV10PG8;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 8,71; R$ -   ;Ok;
61222;ABS NOT SV ALWAYS C/ ABAS L8P7;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;2;1;R$ 7,85;R$ 7,85;Sobra;
57390;ABS NOT SV INTIMUS  C/ABAS C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 6,19; R$ -   ;Ok;
63620;ABS NOT SV INTIMUS C/ ABAS  C/ 16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;7;7;0;R$ 11,14; R$ -   ;Ok;
63652;ABS NOT SV INTIMUS C/ ABAS  C/ 30UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 17,24; R$ -   ;Ok;
57397;ABS NOT SV SEMPRE LIVRE C/ABAS C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 7,72; R$ -   ;Ok;
59257;ABS NOT SV SEMPRE LIVRE C/ABAS L32P24UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 17,57; R$ -   ;Ok;
70652;ABS NOT TRANQ ALWAYS XG C/ABAS 26UN;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 25,17; R$ -   ;Ok;
111632;ABS NOTURNO KIMBERLY POISE ESCAPE URINA C/ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;2;2;0;R$ 8,87; R$ -   ;Ok;
111631;ABS NOTURNO MAX KIMBERLY POISE ESCAPE URINA 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;3;3;0;R$ 21,47; R$ -   ;Ok;
61683;ABS SECA  ALWAYS C/ABAS 32UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 13,80; R$ -   ;Ok;
61551;ABS SECA ALWAYS  C/ ABAS 16 UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 6,51; R$ -   ;Ok;
65754;ABS SEIO CREMER C/12UND;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS GER E DESCAR;2;2;0;R$ 10,73; R$ -   ;Ok;
62095;ABS SEMPRE LIVRE NOT.  C/ABAS SV C/ 16UN;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 11,05; R$ -   ;Ok;
61552;ABS SV ALWAYS  C/ ABAS 16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 6,55; R$ -   ;Ok;
62278;ABS SV ALWAYS C/ ABAS C/32UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 13,70; R$ -   ;Ok;
61326;ABS SV ALWAYS PINK C/ABA 32UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 14,76; R$ -   ;Ok;
60122;ABS SV CLIN OFF S/ABAS 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 2,25; R$ -   ;Ok;
63618;ABS SV D&N  INTIMUS C/ABAS C/28UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 20,26; R$ -   ;Ok;
71988;ABS SV MODESS S/ABAS 8UN;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 2,24; R$ -   ;Ok;
71886;ABS SV MODESS SUAVE C/ABAS 8UN;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 2,03; R$ -   ;Ok;
59019;ABS TR PRO SECA  INTIMUS C/ABAS C/32UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;4;0;R$ 8,76; R$ -   ;Ok;
57387;ABS TR PRO SECA INTIMUS C/ABAS  C/8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 3,92; R$ -   ;Ok;
58470;ABS TR PRO SECA INTIMUS C/ABAS C/16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 7,48; R$ -   ;Ok;
59018;ABS TR PRO SV INTIMUS C/ABAS  32UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;8;8;0;R$ 9,07; R$ -   ;Ok;
58469;ABS TR PRO SV INTIMUS C/ABAS  C/16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 5,67; R$ -   ;Ok;
64011;ABS ULTRAF INTIMUS C/ ABAS C/28UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 13,32; R$ -   ;Ok;
76285;ABSORVENTE ALWAYS SECA TAM P COM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;10;11;1;R$ 3,69;R$ 3,69;Sobra;
76297;ABSORVENTE ALWAYS SECA TAM P SEM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;17;17;0;R$ 2,17; R$ -   ;Ok;
75924;ABSORVENTE ALWAYS SUAVE TAM P COM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;17;17;0;R$ 2,11; R$ -   ;Ok;
66295;ABSORVENTE ALWAYS SUAVE TAM P COM ABAS LEVE10 PAGUE8;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;4;0;R$ 2,42; R$ -   ;Ok;
76248;ABSORVENTE ALWAYS SUAVE TAM P SEM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;12;12;0;R$ 2,17; R$ -   ;Ok;
58465;ABSORVENTE INTIMUS COBERTURA SECA SEM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 4,00; R$ -   ;Ok;
57388;ABSORVENTE INTIMUS TP COBERTURA SUAVE COM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 2,64; R$ -   ;Ok;
57389;ABSORVENTE INTIMUS TP COBERTURA SUAVE SEM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 2,85; R$ -   ;Ok;
63760;ABSORVENTE TENA LADY DISCREET MAXI NIGHT 6 UNIDADES;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS GER E DESCAR;6;6;0;R$ 17,47; R$ -   ;Ok;
961;ACALMIL FITO C/ 20CP REV;PRINCIPAL > 3 - SIMILARES > SIM USO CONT;4;4;0;R$ 10,03; R$ -   ;Ok;
73598;ACEBROFILINA 25MG/5ML XPE PED 120ML (ACHE);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 8,78; R$ -   ;Ok;
592;ACEBROFILINA 25MG/5ML XPE PED 120ML (CIMED);PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;5;5;0;R$ 5,18; R$ -   ;Ok;
401;ACEBROFILINA 25MG/5ML XPE PED 120ML (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX;1;1;0;R$ 10,19; R$ -   ;Ok;
73261;ACEBROFILINA 25MG/5ML XPE PED 120ML (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 8,23; R$ -   ;Ok;
118222;ACEBROFILINA 25MG/5ML XPE PED 120ML (NEOQ);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;1;1;0;R$ 7,72; R$ -   ;Ok;
118239;ACEBROFILINA 25MG/5ML XPE PED 120ML (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 9,50; R$ -   ;Ok;
118242;ACEBROFILINA 50MG/5ML XPE ADT 120ML (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 14,01; R$ -   ;Ok;
73552;ACEBROFILINA 50MG/ML XPE ADT 120ML (ACHE);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 11,26; R$ -   ;Ok;
950;ACEBROFILINA 50MG/ML XPE ADT 120ML (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 15,08; R$ -   ;Ok;
73363;ACEBROFILINA 50MG/ML XPE ADT 120ML (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;3;3;0;R$ 9,23; R$ -   ;Ok;
118178;ACEBROFILINA 50MG/ML XPE ADT 120ML (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;4;4;0;R$ 15,69; R$ -   ;Ok;
73764;ACEBROFILINA 50MG/ML XPE ADT 120ML (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;1;1;0;R$ 10,65; R$ -   ;Ok;
73553;ACECLOFENACO 100MG 12CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;1;1;0;R$ 8,76; R$ -   ;Ok;
118240;ACECLOFENACO 100MG 12CP (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 9,54; R$ -   ;Ok;
118182;ACECLOFENACO 15MG/G 30G (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 25,88; R$ -   ;Ok;
603;ACERATUM GTS 10ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 11,27; R$ -   ;Ok;
68973;ACERTALIX 10/2,5MG C/30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 92,98; R$ -   ;Ok;
68974;ACERTALIX 5/1,25MGC/30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 77,68; R$ -   ;Ok;
509;ACETILCISTEINA 100MG 16 ENVELOPES 5G (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;2;2;0;R$ 12,71; R$ -   ;Ok;
394;ACETILCISTEINA 100MG/ML INJ 5 AMPOLAS 3ML (UNIAOQ);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 18,67; R$ -   ;Ok;
791;ACETILCISTEINA 200MG 16 ENVELOPES 5G (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;3;3;0;R$ 21,21; R$ -   ;Ok;
106322;ACETILCISTEINA 200MG 16 ENVELOPES 5G (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN_OTC/MIP;3;3;0;R$ 16,80; R$ -   ;Ok;
125436;ACETILCISTEINA 20MG 16 ENVELOPES 5G (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;2;2;0;R$ 13,28; R$ -   ;Ok;
73929;ACETILCISTEINA 20MG/ML XPE PED 120ML (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN OTC SEM ONE;4;4;0;R$ 10,26; R$ -   ;Ok;
103484;ACETILCISTEINA 20MG/ML XPE PED 120ML (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN_OTC/MIP;2;2;0;R$ 9,22; R$ -   ;Ok;
102016;ACETILCISTEINA 20MG/ML XPE PED 120ML (UNIAOQ);PRINCIPAL > 2 - GENÉRICOS > GEN_OTC/MIP;7;6;-1;R$ 10,67;-R$ 10,67;Perda;
73408;ACETILCISTEINA 40MG/ML XPE ADT 120ML (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;3;3;0;R$ 10,94; R$ -   ;Ok;
63948;ACETILCISTEINA 40MG/ML XPE ADT 120ML (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;2;2;0;R$ 16,47; R$ -   ;Ok;
73406;ACETILCISTEINA 40MG/ML XPE ADT 120ML (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;2;2;0;R$ 11,26; R$ -   ;Ok;
73436;ACETILCISTEINA 600MG 16 ENVELOPES 5G (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_OTC/MIP;4;4;0;R$ 25,49; R$ -   ;Ok;
1595;ACETILCISTEINA 600MG 16 ENVELOPES 5G (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;2;2;0;R$ 25,24; R$ -   ;Ok;
73443;ACETILCISTEINA 600MG 16 ENVELOPES 5G (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;2;2;0;R$ 22,85; R$ -   ;Ok;
125432;ACETILCISTEINA 600MG 16 ENVELOPES 5G (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN_OTC/MIP;2;2;0;R$ 20,95; R$ -   ;Ok;
1870;ACHEFLAN AER TOP 5MG/G C/75ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 71,46; R$ -   ;Ok;
102374;ACICLOVIR 200MG 25CP (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;1;1;0;R$ 6,74; R$ -   ;Ok;
73509;ACICLOVIR 200MG 25CP (SANDOZ);PRINCIPAL > 2 - GENÉRICOS > GEN RX;3;3;0;R$ 15,14; R$ -   ;Ok;
73695;ACICLOVIR 200MG 25CP (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 8,69; R$ -   ;Ok;
106548;ACICLOVIR 200MG 30CP (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 8,19; R$ -   ;Ok;
66989;ACICLOVIR 200MG 50CP (SANDOZ);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 20,77; R$ -   ;Ok;
66210;ACICLOVIR 400MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 46,81; R$ -   ;Ok;
118197;ACICLOVIR 400MG 30CP (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 43,54; R$ -   ;Ok;
73833;ACICLOVIR 400MG 30CP (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;3;3;0;R$ 29,16; R$ -   ;Ok;
73541;ACICLOVIR 400MG 30CP (SANDOZ);PRINCIPAL > 2 - GENÉRICOS > GEN RX;11;11;0;R$ 43,14; R$ -   ;Ok;
560;ACICLOVIR CREME 50MG/G 10G (ACHE);PRINCIPAL > 2 - GENÉRICOS > GEN RX;1;1;0;R$ 7,76; R$ -   ;Ok;
73323;ACICLOVIR CREME 50MG/G 10G (CIMED);PRINCIPAL > 2 - GENÉRICOS > GEN RX;1;1;0;R$ 3,46; R$ -   ;Ok;
73289;ACICLOVIR CREME 50MG/G 10G (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;1;1;0;R$ 6,72; R$ -   ;Ok;
73283;ACICLOVIR CREME 50MG/G 10G (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN RX;4;4;0;R$ 3,71; R$ -   ;Ok;
73669;ACICLOVIR CREME 50MG/G 10G (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN RX;1;1;0;R$ 4,45; R$ -   ;Ok;
73562;ACIDO ACETILSALICILICO 100MG 10CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ONE;12;12;0;R$ 2,08; R$ -   ;Ok;
1594;ACIDO FUSIDICO+BETAMETASONA CREME DERM 15G (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ULT ONE;2;2;0;R$ 48,96; R$ -   ;Ok;
119;ACIDO MEFENAMICO 500MG 12CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 7,20; R$ -   ;Ok;
73281;ACIDO MEFENAMICO 500MG 24CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;1;1;0;R$ 12,50; R$ -   ;Ok;
73321;ACIDO MEFENAMICO 500MG 24CP (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;2;2;0;R$ 12,17; R$ -   ;Ok;
73282;ACIDO MEFENAMICO 500MG 24CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;2;2;0;R$ 10,78; R$ -   ;Ok;
73432;ACIDO TRANEXAMICO 250MG 12CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;6;6;0;R$ 42,70; R$ -   ;Ok;
73442;ACIDO TRANEXAMICO 250MG 12CP (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;1;1;0;R$ 39,96; R$ -   ;Ok;
118149;ACIDO URSODESOXICOLICO 150MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 47,58; R$ -   ;Ok;
118267;ACIDO URSODESOXICOLICO 300MG 30CP (RANBAXY);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 86,71; R$ -   ;Ok;
63523;ACIDO VALPROICO 250MG 25CAPS (BIOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ULT ONE;2;2;0;R$ 14,33; R$ -   ;Ok;
1512;ACNASE GEL 20G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 36,35; R$ -   ;Ok;
103088;ACNEZIL SECATIVO BIFAS  YUZI FR 20 ML;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;5;5;0;R$ 15,67; R$ -   ;Ok;
