ID_Loja;Data; CST MERC ; Valor_Diario_Rateado 
1;01/01/2025; R$ 5.282,73 ;R$ 123,07
1;02/01/2025; R$ 7.641,99 ;R$ 123,07
1;03/01/2025; R$ 5.903,51 ;R$ 123,07
1;04/01/2025; R$ 8.277,64 ;R$ 123,07
1;05/01/2025; R$ 4.385,08 ;R$ 123,07
1;06/01/2025; R$ 7.253,34 ;R$ 123,07
1;07/01/2025; R$ 8.096,91 ;R$ 123,07
1;08/01/2025; R$ 7.611,42 ;R$ 123,07
1;09/01/2025; R$ 6.773,67 ;R$ 123,07
1;10/01/2025; R$ 5.847,49 ;R$ 123,07
1;11/01/2025; R$ 8.537,06 ;R$ 123,07
1;12/01/2025; R$ 4.656,82 ;R$ 123,07
1;13/01/2025; R$ 5.524,47 ;R$ 123,07
1;14/01/2025; R$ 6.763,24 ;R$ 123,07
1;15/01/2025; R$ 4.433,86 ;R$ 123,07
1;16/01/2025; R$ 8.819,14 ;R$ 123,07
1;17/01/2025; R$ 7.478,28 ;R$ 123,07
1;18/01/2025; R$ 7.653,40 ;R$ 123,07
1;19/01/2025; R$ 4.726,91 ;R$ 123,07
1;20/01/2025; R$ 5.726,23 ;R$ 123,07
1;21/01/2025; R$ 6.263,17 ;R$ 123,07
1;22/01/2025; R$ 5.863,88 ;R$ 123,07
1;23/01/2025; R$ 5.383,45 ;R$ 123,07
1;24/01/2025; R$ 6.744,06 ;R$ 123,07
1;25/01/2025; R$ 6.354,66 ;R$ 123,07
1;26/01/2025; R$ 4.808,91 ;R$ 123,07
1;27/01/2025; R$ 7.401,15 ;R$ 123,07
1;28/01/2025; R$ 7.262,90 ;R$ 123,07
1;29/01/2025; R$ 10.140,84 ;R$ 123,07
1;30/01/2025; R$ 11.432,61 ;R$ 123,07
1;31/01/2025; R$ 8.149,43 ;R$ 123,07
1;01/02/2025; R$ 11.875,55 ;R$ 89,52
1;02/02/2025; R$ 6.509,73 ;R$ 89,52
1;03/02/2025; R$ 8.156,70 ;R$ 89,52
1;04/02/2025; R$ 8.484,54 ;R$ 89,52
1;05/02/2025; R$ 7.292,37 ;R$ 89,52
1;06/02/2025; R$ 6.294,00 ;R$ 89,52
1;07/02/2025; R$ 10.785,34 ;R$ 89,52
1;08/02/2025; R$ 7.046,25 ;R$ 89,52
1;09/02/2025; R$ 5.193,29 ;R$ 89,52
1;10/02/2025; R$ 6.868,62 ;R$ 89,52
1;11/02/2025; R$ 8.065,47 ;R$ 89,52
1;12/02/2025; R$ 7.926,26 ;R$ 89,52
1;13/02/2025; R$ 7.236,47 ;R$ 89,52
1;14/02/2025; R$ 5.575,43 ;R$ 89,52
1;15/02/2025; R$ 10.259,49 ;R$ 89,52
1;16/02/2025; R$ 4.975,59 ;R$ 89,52
1;17/02/2025; R$ 6.431,13 ;R$ 89,52
1;18/02/2025; R$ 7.958,53 ;R$ 89,52
1;19/02/2025; R$ 5.419,28 ;R$ 89,52
1;20/02/2025; R$ 6.258,82 ;R$ 89,52
1;21/02/2025; R$ 6.821,38 ;R$ 89,52
1;22/02/2025; R$ 8.147,16 ;R$ 89,52
1;23/02/2025; R$ 5.008,92 ;R$ 89,52
1;24/02/2025; R$ 6.676,87 ;R$ 89,52
1;25/02/2025; R$ 7.217,99 ;R$ 89,52
1;26/02/2025; R$ 8.366,89 ;R$ 89,52
1;27/02/2025; R$ 8.846,04 ;R$ 89,52
1;28/02/2025; R$ 10.508,81 ;R$ 89,52
1;01/03/2025; R$ 9.142,85 ;R$ 75,07
1;02/03/2025; R$ 7.111,17 ;R$ 75,07
1;03/03/2025; R$ 8.123,81 ;R$ 75,07
1;04/03/2025; R$ 6.500,20 ;R$ 75,07
1;05/03/2025; R$ 7.435,80 ;R$ 75,07
1;06/03/2025; R$ 8.961,82 ;R$ 75,07
1;07/03/2025; R$ 9.475,80 ;R$ 75,07
1;08/03/2025; R$ 8.217,89 ;R$ 75,07
1;09/03/2025; R$ 5.476,98 ;R$ 75,07
1;10/03/2025; R$ 8.607,26 ;R$ 75,07
1;11/03/2025; R$ 8.179,83 ;R$ 75,07
1;12/03/2025; R$ 8.365,58 ;R$ 75,07
1;13/03/2025; R$ 7.737,52 ;R$ 75,07
1;14/03/2025; R$ 5.968,06 ;R$ 75,07
1;15/03/2025; R$ 11.691,25 ;R$ 75,07
1;16/03/2025; R$ 5.094,19 ;R$ 75,07
1;17/03/2025; R$ 6.718,43 ;R$ 75,07
1;18/03/2025; R$ 7.302,56 ;R$ 75,07
1;19/03/2025; R$ 7.863,13 ;R$ 75,07
1;20/03/2025; R$ 8.564,25 ;R$ 75,07
1;21/03/2025; R$ 7.611,37 ;R$ 75,07
1;22/03/2025; R$ 7.765,38 ;R$ 75,07
1;23/03/2025; R$ 5.628,08 ;R$ 75,07
1;24/03/2025; R$ 6.340,76 ;R$ 75,07
1;25/03/2025; R$ 6.528,86 ;R$ 75,07
1;26/03/2025; R$ 9.635,84 ;R$ 75,07
1;27/03/2025; R$ 8.134,71 ;R$ 75,07
1;28/03/2025; R$ 10.119,34 ;R$ 75,07
1;29/03/2025; R$ 11.694,17 ;R$ 75,07
1;30/03/2025; R$ 4.759,82 ;R$ 75,07
1;31/03/2025; R$ 9.984,31 ;R$ 75,07
1;01/04/2025; R$ 9.047,01 ;R$ 58,60
1;02/04/2025; R$ 8.903,85 ;R$ 58,60
1;03/04/2025; R$ 9.805,15 ;R$ 58,60
1;04/04/2025; R$ 8.373,00 ;R$ 58,60
1;05/04/2025; R$ 7.772,11 ;R$ 58,60
1;06/04/2025; R$ 4.337,21 ;R$ 58,60
1;07/04/2025; R$ 7.200,23 ;R$ 58,60
1;08/04/2025; R$ 7.182,60 ;R$ 58,60
1;09/04/2025; R$ 6.412,41 ;R$ 58,60
1;10/04/2025; R$ 7.980,51 ;R$ 58,60
1;11/04/2025; R$ 8.086,19 ;R$ 58,60
1;12/04/2025; R$ 8.797,23 ;R$ 58,60
1;13/04/2025; R$ 5.160,20 ;R$ 58,60
1;14/04/2025; R$ 6.970,64 ;R$ 58,60
1;15/04/2025; R$ 6.906,93 ;R$ 58,60
1;16/04/2025; R$ 6.325,93 ;R$ 58,60
1;17/04/2025; R$ 8.780,19 ;R$ 58,60
1;18/04/2025; R$ 6.111,16 ;R$ 58,60
1;19/04/2025; R$ 8.369,07 ;R$ 58,60
1;20/04/2025; R$ 5.651,28 ;R$ 58,60
1;21/04/2025; R$ 6.497,48 ;R$ 58,60
1;22/04/2025; R$ 7.919,99 ;R$ 58,60
1;23/04/2025; R$ 6.803,12 ;R$ 58,60
1;24/04/2025; R$ 7.329,82 ;R$ 58,60
1;25/04/2025; R$ 8.691,32 ;R$ 58,60
1;26/04/2025; R$ 8.953,28 ;R$ 58,60
1;27/04/2025; R$ 5.426,00 ;R$ 58,60
1;28/04/2025; R$ 9.766,53 ;R$ 58,60
1;29/04/2025; R$ 11.218,33 ;R$ 58,60
1;30/04/2025; R$ 14.124,63 ;R$ 58,60
1;01/05/2025; R$ 7.684,11 ;R$ 64,54
1;02/05/2025; R$ 11.818,60 ;R$ 64,54
1;03/05/2025; R$ 11.287,48 ;R$ 64,54
1;04/05/2025; R$ 4.859,88 ;R$ 64,54
1;05/05/2025; R$ 7.480,93 ;R$ 64,54
1;06/05/2025; R$ 8.185,81 ;R$ 64,54
1;07/05/2025; R$ 9.703,42 ;R$ 64,54
1;08/05/2025; R$ 7.760,36 ;R$ 64,54
1;09/05/2025; R$ 9.901,40 ;R$ 64,54
1;10/05/2025; R$ 10.625,30 ;R$ 64,54
1;11/05/2025; R$ 5.217,68 ;R$ 64,54
1;12/05/2025; R$ 7.459,70 ;R$ 64,54
1;13/05/2025; R$ 7.191,42 ;R$ 64,54
1;14/05/2025; R$ 8.556,53 ;R$ 64,54
1;15/05/2025; R$ 7.036,27 ;R$ 64,54
1;16/05/2025; R$ 10.782,32 ;R$ 64,54
1;17/05/2025; R$ 11.150,65 ;R$ 64,54
1;18/05/2025; R$ 5.971,30 ;R$ 64,54
1;19/05/2025; R$ 7.797,97 ;R$ 64,54
1;20/05/2025; R$ 6.713,40 ;R$ 64,54
1;21/05/2025; R$ 9.122,74 ;R$ 64,54
1;22/05/2025; R$ 7.607,94 ;R$ 64,54
1;23/05/2025; R$ 7.870,39 ;R$ 64,54
1;24/05/2025; R$ 11.114,44 ;R$ 64,54
1;25/05/2025; R$ 5.045,99 ;R$ 64,54
1;26/05/2025; R$ 7.340,98 ;R$ 64,54
1;27/05/2025; R$ 7.844,30 ;R$ 64,54
1;28/05/2025; R$ 11.446,00 ;R$ 64,54
1;29/05/2025; R$ 8.710,83 ;R$ 64,54
1;30/05/2025; R$ 10.369,29 ;R$ 64,54
1;31/05/2025; R$ 10.751,96 ;R$ 64,54
1;01/06/2025; R$ 5.807,88 ;R$ 87,32
1;02/06/2025; R$ 8.990,60 ;R$ 87,32
1;03/06/2025; R$ 6.386,59 ;R$ 87,32
1;04/06/2025; R$ 10.400,63 ;R$ 87,32
1;05/06/2025; R$ 8.358,45 ;R$ 87,32
1;06/06/2025; R$ 13.356,05 ;R$ 87,32
1;07/06/2025; R$ 11.806,94 ;R$ 87,32
1;08/06/2025; R$ 6.773,92 ;R$ 87,32
1;09/06/2025; R$ 7.017,79 ;R$ 87,32
1;10/06/2025; R$ 7.687,49 ;R$ 87,32
1;11/06/2025; R$ 7.534,74 ;R$ 87,32
1;12/06/2025; R$ 7.775,68 ;R$ 87,32
1;13/06/2025; R$ 5.873,42 ;R$ 87,32
1;14/06/2025; R$ 9.357,82 ;R$ 87,32
1;15/06/2025; R$ 5.792,45 ;R$ 87,32
1;16/06/2025; R$ 9.380,51 ;R$ 87,32
1;17/06/2025; R$ 7.593,79 ;R$ 87,32
1;18/06/2025; R$ 8.888,48 ;R$ 87,32
1;19/06/2025; R$ 6.228,89 ;R$ 87,32
1;20/06/2025; R$ 9.288,66 ;R$ 87,32
1;21/06/2025; R$ 11.143,04 ;R$ 87,32
1;22/06/2025; R$ 6.117,81 ;R$ 87,32
1;23/06/2025; R$ 8.057,83 ;R$ 87,32
1;24/06/2025; R$ 7.396,23 ;R$ 87,32
1;25/06/2025; R$ 8.292,16 ;R$ 87,32
1;26/06/2025; R$ 9.343,05 ;R$ 87,32
1;27/06/2025; R$ 11.448,07 ;R$ 87,32
1;28/06/2025; R$ 12.817,33 ;R$ 87,32
1;29/06/2025; R$ 5.904,20 ;R$ 87,32
1;30/06/2025; R$ 9.338,12 ;R$ 87,32
1;01/07/2025; R$ 10.360,65 ;R$ 38,26
1;02/07/2025; R$ 6.071,86 ;R$ 38,26
1;03/07/2025; R$ 8.894,39 ;R$ 38,26
1;04/07/2025; R$ 11.317,41 ;R$ 38,26
1;05/07/2025; R$ 9.976,20 ;R$ 38,26
1;06/07/2025; R$ 4.984,73 ;R$ 38,26
1;07/07/2025; R$ 8.527,00 ;R$ 38,26
1;08/07/2025; R$ 7.002,34 ;R$ 38,26
1;09/07/2025; R$ 7.436,92 ;R$ 38,26
1;10/07/2025; R$ 8.215,21 ;R$ 38,26
1;11/07/2025; R$ 8.046,96 ;R$ 38,26
1;12/07/2025; R$ 8.013,66 ;R$ 38,26
1;13/07/2025; R$ 5.120,46 ;R$ 38,26
1;14/07/2025; R$ 7.100,13 ;R$ 38,26
1;15/07/2025; R$ 7.253,40 ;R$ 38,26
1;16/07/2025; R$ 5.099,68 ;R$ 38,26
1;17/07/2025; R$ 7.798,75 ;R$ 38,26
1;18/07/2025; R$ 8.966,74 ;R$ 38,26
1;19/07/2025; R$ 9.648,46 ;R$ 38,26
1;20/07/2025; R$ 5.094,80 ;R$ 38,26
1;21/07/2025; R$ 7.462,52 ;R$ 38,26
1;22/07/2025; R$ 8.795,40 ;R$ 38,26
1;23/07/2025; R$ 7.258,00 ;R$ 38,26
1;24/07/2025; R$ 5.916,39 ;R$ 38,26
1;25/07/2025; R$ 8.905,62 ;R$ 38,26
1;26/07/2025; R$ 7.940,72 ;R$ 38,26
1;27/07/2025; R$ 4.814,53 ;R$ 38,26
1;28/07/2025; R$ 6.952,32 ;R$ 38,26
1;29/07/2025; R$ 8.099,50 ;R$ 38,26
1;30/07/2025; R$ 9.599,23 ;R$ 38,26
1;31/07/2025; R$ 7.762,06 ;R$ 38,26
1;01/08/2025; R$ 9.108,73 ;R$ 70,24
1;02/08/2025; R$ 9.690,07 ;R$ 70,24
1;03/08/2025; R$ 4.301,48 ;R$ 70,24
1;04/08/2025; R$ 8.540,72 ;R$ 70,24
1;05/08/2025; R$ 7.460,29 ;R$ 70,24
1;06/08/2025; R$ 7.667,36 ;R$ 70,24
1;07/08/2025; R$ 6.607,56 ;R$ 70,24
1;08/08/2025; R$ 11.259,43 ;R$ 70,24
1;09/08/2025; R$ 8.270,29 ;R$ 70,24
1;10/08/2025; R$ 4.686,52 ;R$ 70,24
1;11/08/2025; R$ 8.215,67 ;R$ 70,24
1;12/08/2025; R$ 6.813,86 ;R$ 70,24
1;13/08/2025; R$ 5.701,66 ;R$ 70,24
1;14/08/2025; R$ 6.888,95 ;R$ 70,24
1;15/08/2025; R$ 7.500,22 ;R$ 70,24
1;16/08/2025; R$ 10.987,49 ;R$ 70,24
1;17/08/2025; R$ 5.962,62 ;R$ 70,24
1;18/08/2025; R$ 7.370,71 ;R$ 70,24
1;19/08/2025; R$ 6.821,05 ;R$ 70,24
1;20/08/2025; R$ 6.185,80 ;R$ 70,24
1;21/08/2025; R$ 8.457,46 ;R$ 70,24
1;22/08/2025; R$ 7.591,67 ;R$ 70,24
1;23/08/2025; R$ 7.591,53 ;R$ 70,24
1;24/08/2025; R$ 4.138,23 ;R$ 70,24
1;25/08/2025; R$ 7.815,83 ;R$ 70,24
1;26/08/2025; R$ 7.698,12 ;R$ 70,24
1;27/08/2025; R$ 6.924,10 ;R$ 70,24
1;28/08/2025; R$ 8.424,86 ;R$ 70,24
1;29/08/2025; R$ 9.294,76 ;R$ 70,24
1;30/08/2025; R$ 11.940,59 ;R$ 70,24
1;31/08/2025; R$ 5.819,31 ;R$ 70,24
1;01/09/2025; R$ 9.137,28 ;R$ 52,43
1;02/09/2025; R$ 5.406,21 ;R$ 52,43
1;03/09/2025; R$ 6.677,86 ;R$ 52,43
1;04/09/2025; R$ 6.750,25 ;R$ 52,43
1;05/09/2025; R$ 9.280,07 ;R$ 52,43
1;06/09/2025; R$ 9.868,48 ;R$ 52,43
1;07/09/2025; R$ 4.341,59 ;R$ 52,43
1;08/09/2025; R$ 7.818,49 ;R$ 52,43
1;09/09/2025; R$ 6.582,80 ;R$ 52,43
1;10/09/2025; R$ 7.378,05 ;R$ 52,43
1;11/09/2025; R$ 7.576,21 ;R$ 52,43
1;12/09/2025; R$ 8.426,47 ;R$ 52,43
1;13/09/2025; R$ 6.848,17 ;R$ 52,43
1;14/09/2025; R$ 5.063,77 ;R$ 52,43
1;15/09/2025; R$ 6.629,87 ;R$ 52,43
1;16/09/2025; R$ 5.094,96 ;R$ 52,43
1;17/09/2025; R$ 7.373,26 ;R$ 52,43
1;18/09/2025; R$ 5.586,34 ;R$ 52,43
1;19/09/2025; R$ 8.240,88 ;R$ 52,43
1;20/09/2025; R$ 8.197,69 ;R$ 52,43
1;21/09/2025; R$ 4.920,19 ;R$ 52,43
1;22/09/2025; R$ 5.662,83 ;R$ 52,43
1;23/09/2025; R$ 7.329,06 ;R$ 52,43
1;24/09/2025; R$ 5.568,17 ;R$ 52,43
1;25/09/2025; R$ 7.504,69 ;R$ 52,43
1;26/09/2025; R$ 11.722,02 ;R$ 52,43
1;27/09/2025; R$ 8.632,00 ;R$ 52,43
1;28/09/2025; R$ 4.458,02 ;R$ 52,43
1;29/09/2025; R$ 6.618,47 ;R$ 52,43
1;30/09/2025; R$ 7.525,99 ;R$ 52,43
2;01/01/2025; R$ 5.282,73 ;R$ 105,21
2;02/01/2025; R$ 7.641,99 ;R$ 105,21
2;03/01/2025; R$ 5.903,51 ;R$ 105,21
2;04/01/2025; R$ 8.277,64 ;R$ 105,21
2;05/01/2025; R$ 4.385,08 ;R$ 105,21
2;06/01/2025; R$ 7.253,34 ;R$ 105,21
2;07/01/2025; R$ 8.096,91 ;R$ 105,21
2;08/01/2025; R$ 7.611,42 ;R$ 105,21
2;09/01/2025; R$ 6.773,67 ;R$ 105,21
2;10/01/2025; R$ 5.847,49 ;R$ 105,21
2;11/01/2025; R$ 8.537,06 ;R$ 105,21
2;12/01/2025; R$ 4.656,82 ;R$ 105,21
2;13/01/2025; R$ 5.524,47 ;R$ 105,21
2;14/01/2025; R$ 6.763,24 ;R$ 105,21
2;15/01/2025; R$ 4.433,86 ;R$ 105,21
2;16/01/2025; R$ 8.819,14 ;R$ 105,21
2;17/01/2025; R$ 7.478,28 ;R$ 105,21
2;18/01/2025; R$ 7.653,40 ;R$ 105,21
2;19/01/2025; R$ 4.726,91 ;R$ 105,21
2;20/01/2025; R$ 5.726,23 ;R$ 105,21
2;21/01/2025; R$ 6.263,17 ;R$ 105,21
2;22/01/2025; R$ 5.863,88 ;R$ 105,21
2;23/01/2025; R$ 5.383,45 ;R$ 105,21
2;24/01/2025; R$ 6.744,06 ;R$ 105,21
2;25/01/2025; R$ 6.354,66 ;R$ 105,21
2;26/01/2025; R$ 4.808,91 ;R$ 105,21
2;27/01/2025; R$ 7.401,15 ;R$ 105,21
2;28/01/2025; R$ 7.262,90 ;R$ 105,21
2;29/01/2025; R$ 10.140,84 ;R$ 105,21
2;30/01/2025; R$ 11.432,61 ;R$ 105,21
2;31/01/2025; R$ 8.149,43 ;R$ 105,21
2;01/02/2025; R$ 11.875,55 ;R$ 70,60
2;02/02/2025; R$ 6.509,73 ;R$ 70,60
2;03/02/2025; R$ 8.156,70 ;R$ 70,60
2;04/02/2025; R$ 8.484,54 ;R$ 70,60
2;05/02/2025; R$ 7.292,37 ;R$ 70,60
2;06/02/2025; R$ 6.294,00 ;R$ 70,60
2;07/02/2025; R$ 10.785,34 ;R$ 70,60
2;08/02/2025; R$ 7.046,25 ;R$ 70,60
2;09/02/2025; R$ 5.193,29 ;R$ 70,60
2;10/02/2025; R$ 6.868,62 ;R$ 70,60
2;11/02/2025; R$ 8.065,47 ;R$ 70,60
2;12/02/2025; R$ 7.926,26 ;R$ 70,60
2;13/02/2025; R$ 7.236,47 ;R$ 70,60
2;14/02/2025; R$ 5.575,43 ;R$ 70,60
2;15/02/2025; R$ 10.259,49 ;R$ 70,60
2;16/02/2025; R$ 4.975,59 ;R$ 70,60
2;17/02/2025; R$ 6.431,13 ;R$ 70,60
2;18/02/2025; R$ 7.958,53 ;R$ 70,60
2;19/02/2025; R$ 5.419,28 ;R$ 70,60
2;20/02/2025; R$ 6.258,82 ;R$ 70,60
2;21/02/2025; R$ 6.821,38 ;R$ 70,60
2;22/02/2025; R$ 8.147,16 ;R$ 70,60
2;23/02/2025; R$ 5.008,92 ;R$ 70,60
2;24/02/2025; R$ 6.676,87 ;R$ 70,60
2;25/02/2025; R$ 7.217,99 ;R$ 70,60
2;26/02/2025; R$ 8.366,89 ;R$ 70,60
2;27/02/2025; R$ 8.846,04 ;R$ 70,60
2;28/02/2025; R$ 10.508,81 ;R$ 70,60
2;01/03/2025; R$ 9.142,85 ;R$ 135,32
2;02/03/2025; R$ 7.111,17 ;R$ 135,32
2;03/03/2025; R$ 8.123,81 ;R$ 135,32
2;04/03/2025; R$ 6.500,20 ;R$ 135,32
2;05/03/2025; R$ 7.435,80 ;R$ 135,32
2;06/03/2025; R$ 8.961,82 ;R$ 135,32
2;07/03/2025; R$ 9.475,80 ;R$ 135,32
2;08/03/2025; R$ 8.217,89 ;R$ 135,32
2;09/03/2025; R$ 5.476,98 ;R$ 135,32
2;10/03/2025; R$ 8.607,26 ;R$ 135,32
2;11/03/2025; R$ 8.179,83 ;R$ 135,32
2;12/03/2025; R$ 8.365,58 ;R$ 135,32
2;13/03/2025; R$ 7.737,52 ;R$ 135,32
2;14/03/2025; R$ 5.968,06 ;R$ 135,32
2;15/03/2025; R$ 11.691,25 ;R$ 135,32
2;16/03/2025; R$ 5.094,19 ;R$ 135,32
2;17/03/2025; R$ 6.718,43 ;R$ 135,32
2;18/03/2025; R$ 7.302,56 ;R$ 135,32
2;19/03/2025; R$ 7.863,13 ;R$ 135,32
2;20/03/2025; R$ 8.564,25 ;R$ 135,32
2;21/03/2025; R$ 7.611,37 ;R$ 135,32
2;22/03/2025; R$ 7.765,38 ;R$ 135,32
2;23/03/2025; R$ 5.628,08 ;R$ 135,32
2;24/03/2025; R$ 6.340,76 ;R$ 135,32
2;25/03/2025; R$ 6.528,86 ;R$ 135,32
2;26/03/2025; R$ 9.635,84 ;R$ 135,32
2;27/03/2025; R$ 8.134,71 ;R$ 135,32
2;28/03/2025; R$ 10.119,34 ;R$ 135,32
2;29/03/2025; R$ 11.694,17 ;R$ 135,32
2;30/03/2025; R$ 4.759,82 ;R$ 135,32
2;31/03/2025; R$ 9.984,31 ;R$ 135,32
2;01/04/2025; R$ 9.047,01 ;R$ 81,26
2;02/04/2025; R$ 8.903,85 ;R$ 81,26
2;03/04/2025; R$ 9.805,15 ;R$ 81,26
2;04/04/2025; R$ 8.373,00 ;R$ 81,26
2;05/04/2025; R$ 7.772,11 ;R$ 81,26
2;06/04/2025; R$ 4.337,21 ;R$ 81,26
2;07/04/2025; R$ 7.200,23 ;R$ 81,26
2;08/04/2025; R$ 7.182,60 ;R$ 81,26
2;09/04/2025; R$ 6.412,41 ;R$ 81,26
2;10/04/2025; R$ 7.980,51 ;R$ 81,26
2;11/04/2025; R$ 8.086,19 ;R$ 81,26
2;12/04/2025; R$ 8.797,23 ;R$ 81,26
2;13/04/2025; R$ 5.160,20 ;R$ 81,26
2;14/04/2025; R$ 6.970,64 ;R$ 81,26
2;15/04/2025; R$ 6.906,93 ;R$ 81,26
2;16/04/2025; R$ 6.325,93 ;R$ 81,26
2;17/04/2025; R$ 8.780,19 ;R$ 81,26
2;18/04/2025; R$ 6.111,16 ;R$ 81,26
2;19/04/2025; R$ 8.369,07 ;R$ 81,26
2;20/04/2025; R$ 5.651,28 ;R$ 81,26
2;21/04/2025; R$ 6.497,48 ;R$ 81,26
2;22/04/2025; R$ 7.919,99 ;R$ 81,26
2;23/04/2025; R$ 6.803,12 ;R$ 81,26
2;24/04/2025; R$ 7.329,82 ;R$ 81,26
2;25/04/2025; R$ 8.691,32 ;R$ 81,26
2;26/04/2025; R$ 8.953,28 ;R$ 81,26
2;27/04/2025; R$ 5.426,00 ;R$ 81,26
2;28/04/2025; R$ 9.766,53 ;R$ 81,26
2;29/04/2025; R$ 11.218,33 ;R$ 81,26
2;30/04/2025; R$ 14.124,63 ;R$ 81,26
2;01/05/2025; R$ 7.684,11 ;R$ 102,00
2;02/05/2025; R$ 11.818,60 ;R$ 102,00
2;03/05/2025; R$ 11.287,48 ;R$ 102,00
2;04/05/2025; R$ 4.859,88 ;R$ 102,00
2;05/05/2025; R$ 7.480,93 ;R$ 102,00
2;06/05/2025; R$ 8.185,81 ;R$ 102,00
2;07/05/2025; R$ 9.703,42 ;R$ 102,00
2;08/05/2025; R$ 7.760,36 ;R$ 102,00
2;09/05/2025; R$ 9.901,40 ;R$ 102,00
2;10/05/2025; R$ 10.625,30 ;R$ 102,00
2;11/05/2025; R$ 5.217,68 ;R$ 102,00
2;12/05/2025; R$ 7.459,70 ;R$ 102,00
2;13/05/2025; R$ 7.191,42 ;R$ 102,00
2;14/05/2025; R$ 8.556,53 ;R$ 102,00
2;15/05/2025; R$ 7.036,27 ;R$ 102,00
2;16/05/2025; R$ 10.782,32 ;R$ 102,00
2;17/05/2025; R$ 11.150,65 ;R$ 102,00
2;18/05/2025; R$ 5.971,30 ;R$ 102,00
2;19/05/2025; R$ 7.797,97 ;R$ 102,00
2;20/05/2025; R$ 6.713,40 ;R$ 102,00
2;21/05/2025; R$ 9.122,74 ;R$ 102,00
2;22/05/2025; R$ 7.607,94 ;R$ 102,00
2;23/05/2025; R$ 7.870,39 ;R$ 102,00
2;24/05/2025; R$ 11.114,44 ;R$ 102,00
2;25/05/2025; R$ 5.045,99 ;R$ 102,00
2;26/05/2025; R$ 7.340,98 ;R$ 102,00
2;27/05/2025; R$ 7.844,30 ;R$ 102,00
2;28/05/2025; R$ 11.446,00 ;R$ 102,00
2;29/05/2025; R$ 8.710,83 ;R$ 102,00
2;30/05/2025; R$ 10.369,29 ;R$ 102,00
2;31/05/2025; R$ 10.751,96 ;R$ 102,00
2;01/06/2025; R$ 5.807,88 ;R$ 82,02
2;02/06/2025; R$ 8.990,60 ;R$ 82,02
2;03/06/2025; R$ 6.386,59 ;R$ 82,02
2;04/06/2025; R$ 10.400,63 ;R$ 82,02
2;05/06/2025; R$ 8.358,45 ;R$ 82,02
2;06/06/2025; R$ 13.356,05 ;R$ 82,02
2;07/06/2025; R$ 11.806,94 ;R$ 82,02
2;08/06/2025; R$ 6.773,92 ;R$ 82,02
2;09/06/2025; R$ 7.017,79 ;R$ 82,02
2;10/06/2025; R$ 7.687,49 ;R$ 82,02
2;11/06/2025; R$ 7.534,74 ;R$ 82,02
2;12/06/2025; R$ 7.775,68 ;R$ 82,02
2;13/06/2025; R$ 5.873,42 ;R$ 82,02
2;14/06/2025; R$ 9.357,82 ;R$ 82,02
2;15/06/2025; R$ 5.792,45 ;R$ 82,02
2;16/06/2025; R$ 9.380,51 ;R$ 82,02
2;17/06/2025; R$ 7.593,79 ;R$ 82,02
2;18/06/2025; R$ 8.888,48 ;R$ 82,02
2;19/06/2025; R$ 6.228,89 ;R$ 82,02
2;20/06/2025; R$ 9.288,66 ;R$ 82,02
2;21/06/2025; R$ 11.143,04 ;R$ 82,02
2;22/06/2025; R$ 6.117,81 ;R$ 82,02
2;23/06/2025; R$ 8.057,83 ;R$ 82,02
2;24/06/2025; R$ 7.396,23 ;R$ 82,02
2;25/06/2025; R$ 8.292,16 ;R$ 82,02
2;26/06/2025; R$ 9.343,05 ;R$ 82,02
2;27/06/2025; R$ 11.448,07 ;R$ 82,02
2;28/06/2025; R$ 12.817,33 ;R$ 82,02
2;29/06/2025; R$ 5.904,20 ;R$ 82,02
2;30/06/2025; R$ 9.338,12 ;R$ 82,02
2;01/07/2025; R$ 10.360,65 ;R$ 50,10
2;02/07/2025; R$ 6.071,86 ;R$ 50,10
2;03/07/2025; R$ 8.894,39 ;R$ 50,10
2;04/07/2025; R$ 11.317,41 ;R$ 50,10
2;05/07/2025; R$ 9.976,20 ;R$ 50,10
2;06/07/2025; R$ 4.984,73 ;R$ 50,10
2;07/07/2025; R$ 8.527,00 ;R$ 50,10
2;08/07/2025; R$ 7.002,34 ;R$ 50,10
2;09/07/2025; R$ 7.436,92 ;R$ 50,10
2;10/07/2025; R$ 8.215,21 ;R$ 50,10
2;11/07/2025; R$ 8.046,96 ;R$ 50,10
2;12/07/2025; R$ 8.013,66 ;R$ 50,10
2;13/07/2025; R$ 5.120,46 ;R$ 50,10
2;14/07/2025; R$ 7.100,13 ;R$ 50,10
2;15/07/2025; R$ 7.253,40 ;R$ 50,10
2;16/07/2025; R$ 5.099,68 ;R$ 50,10
2;17/07/2025; R$ 7.798,75 ;R$ 50,10
2;18/07/2025; R$ 8.966,74 ;R$ 50,10
2;19/07/2025; R$ 9.648,46 ;R$ 50,10
2;20/07/2025; R$ 5.094,80 ;R$ 50,10
2;21/07/2025; R$ 7.462,52 ;R$ 50,10
2;22/07/2025; R$ 8.795,40 ;R$ 50,10
2;23/07/2025; R$ 7.258,00 ;R$ 50,10
2;24/07/2025; R$ 5.916,39 ;R$ 50,10
2;25/07/2025; R$ 8.905,62 ;R$ 50,10
2;26/07/2025; R$ 7.940,72 ;R$ 50,10
2;27/07/2025; R$ 4.814,53 ;R$ 50,10
